keyword,parent_keyword,cluster,category,monthly_pc,monthly_mobile,monthly_total,competition,source_seed,trend_1m,trend_3m,trend_momentum,seasonality,web_result_count,demand_supply_ratio,competition_ratio,result_count_checked_at,commercial_intent,freshness,longtail_score,content_fit,opportunity_score,score_valid,score_invalid_reasons,data_coverage,novelty_score,theme_state,seed_source,exploration_bucket,status,discovered_at,last_checked,source,depth,confidence,content_types,intent,action,closest_url,overlap,reason,strategy,volume_note,search_ads_checked_at,datalab_checked_at,pending_validation,pending_retry_count,pending_last_attempt_at,pending_validation_expired
주민조례청구대표자증명과,,주민조례청구대표자증명과,recovery:주민조례청구,,,,,주민조례청구 대표자 증명과,,,,,,,,,0.3,0.2,0.24,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,59.8,NEW,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,NEW,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/kor/report/travel/tunisia-sousse.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-17T16:45:19.693180+09:00,2026-09-26T14:06:04.210833+09:00,,,,
중고차실매물,,중고차실매물,recovery:중고차,,10,10,높음,중고차사이트추천,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/tajikistan-hisor.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-25T09:35:21.318215+09:00,,,,,
허위매물없는중고차매매사이트,중고차 실매물,중고차실매물,recovery:중고차,240,980,1220,높음,중고차구매사이트,23.05,353.7,23.05,4.734,738881,0.00166468,600.72,2026-09-17T16:45:19.693180+09:00,0.3,1,0.27999999999999997,0.4,50.49,True,,100,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,NEW,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,HIGH,informational|trending,informational,NEW_PAGE,/kor/report/coin/axt-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-25T16:54:40.845655+09:00,2026-09-17T16:45:19.693180+09:00,False,0,,False
허위매물없는중고차,중고차 실매물,중고차실매물,recovery:중고차,10,20,30,높음,중고차사이트추천,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,trend_missing|web_result_missing,50,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/singapore.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T09:35:21.318215+09:00,,,,,
믿을만한중고차사이트,중고차 실매물,중고차실매물,recovery:중고차,460,1220,1680,높음,중고차구매사이트,34.85,108.59,34.85,2.674,899762,0.00208944,478.6,2026-09-17T16:45:19.693180+09:00,0.3,1,0.2,0.4,48.04,True,,100,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,NEW,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,HIGH,informational|trending,informational,NEW_PAGE,/kor/report/coin/axt-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-25T16:54:40.845655+09:00,2026-09-17T16:45:19.693180+09:00,False,0,,False
믿을수있는중고자동차,중고차 실매물,중고차실매물,recovery:중고차,320,690,1010,높음,중고차구매사이트,-7.92,23.21,-7.92,0.813,2030305,0.00054179,1845.73,2026-09-17T16:45:19.693180+09:00,0.3,0.2,0.2,0.4,37.85,True,,100,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,NEW,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,HIGH,evergreen|informational,informational,NEW_PAGE,/kor/report/camp/carbon-monoxide-detector.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-25T16:54:40.845655+09:00,2026-09-17T16:45:19.693180+09:00,False,0,,False
중고차시세,중고차 실매물,중고차실매물,recovery:중고차,8020,30600,38620,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/alm-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
중고차할부,중고차 실매물,중고차실매물,recovery:중고차,2330,9540,11870,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/util/fin-calc/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
중고차싸게파는곳,중고차 실매물,중고차실매물,recovery:중고차,20,40,60,높음,중고차구매사이트,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,59.8,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/window/windows11-usb-installation-media-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T16:54:40.845655+09:00,,,,,
중도해지환불기준,,중도해지환불기준,recovery:중도해지,,,,,중도해지 환불 기준,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,59.8,NEW,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/util/japan-esim-data-calculator/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-17T16:45:19.693180+09:00,,,,,
지역돌봄통합지원,,지역돌봄통합지원,recovery:지역,,,,,지역 돌봄 통합지원,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,59.8,NEW,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/coin/adc-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-17T16:45:19.693180+09:00,,,,,
참석자급여와회의,,참석자급여와회의,recovery:참석자,,,,,참석자 급여와 회의,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,59.8,NEW,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T16:45:19.693180+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/lopear.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-17T16:45:19.693180+09:00,,,,,
부산구조변경,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,10,중간,자동차구조변경비용,,,,,,,,,0.3,1,0.12,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,current-information|informational,informational,REJECT,/kor/report/coin/adasol-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
울산견인장치,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,10,높음,자동차구조변경비용,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/2omb-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
울산구조변경,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,0,높음,자동차구조변경비용,,,,,,,,,0.3,1,0.12,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,current-information|informational,informational,REJECT,/kor/report/coin/adasol-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
울산자동차튜닝,자동차검사비용,자동차검사수수료,topic:자동차검사,10,50,50,중간,자동차구조변경비용,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
자동차구조변경비용,자동차검사비용,자동차검사수수료,topic:자동차검사,40,210,250,높음,자동차구조변경비용,-7.05,-54.07,-7.05,0.973,6055427,3.798e-05,26327.94,2026-09-17T22:32:34.760966+09:00,0.9,1,0.405,0.4,44.28,True,,100,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,HIGH,commercial|current-information|informational,informational,NEW_PAGE,/kor/report/car/electric-car-compare-2026.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-26T03:41:13.811116+09:00,2026-09-17T22:32:34.760966+09:00,False,0,,False
퍼포먼스배기,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,10,높음,자동차구조변경비용,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/column/wedding-director-parent-entrance-song-2026.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
해운대자동차검사대행,자동차검사비용,자동차검사수수료,topic:자동차검사,,,0,낮음,자동차구조변경비용,,,,,,,,,0.3,0.2,0.2,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/kor/util/car-inspection-cost/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,2026-09-26T20:30:34.794344+09:00,,,,
안녕동자동차검사소,자동차검사비용,자동차검사수수료,topic:자동차검사,10,40,50,높음,자동차정기검사비용,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/util/car-inspection-cost/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T06:34:44.574344+09:00,,,,,
부산구조변경대행,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,10,높음,자동차구조변경비용,,,,,,,,,0.3,1,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,current-information|informational,informational,REJECT,/kor/report/coin/adasol-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
부산자동차구조변경,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,10,높음,자동차구조변경비용,,,,,,,,,0.3,1,0.18000000000000002,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,current-information|informational,informational,REJECT,/kor/report/car/electric-car-compare-2026.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
울산구조변경대행,자동차검사비용,자동차검사수수료,topic:자동차검사,,10,0,낮음,자동차구조변경비용,,,,,,,,,0.3,1,0.16000000000000003,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,current-information|informational,informational,REJECT,/kor/report/coin/adasol-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
양산자동차검사대행,자동차검사비용,자동차검사수수료,topic:자동차검사,,20,20,높음,자동차구조변경비용,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/util/car-inspection-cost/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
저감장치,자동차검사비용,자동차검사수수료,topic:자동차검사,40,70,110,높음,자동차구조변경비용,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/window/windows11-battery-life-optimization.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T03:41:13.811116+09:00,,,,,
자동차정기검사장,자동차검사비용,자동차검사수수료,topic:자동차검사,,50,50,높음,자동차정기검사비용,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/animal/guineapig.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-25T06:34:44.574344+09:00,,,,,
투리스모구조변경,자동차검사비용,자동차검사수수료,topic:자동차검사,,20,20,높음,자동차구조변경비용,,,,,,,,,0.3,1,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,5.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,current-information|informational,informational,REJECT,/kor/report/coin/adasol-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-26T03:41:13.811116+09:00,,,,,
중고차개인거래,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,160,520,680,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/zero-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
중고차매매사이트,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,18900,66300,85200,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/axt-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
중고차매장,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,150,930,1080,높음,중고차구매사이트,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/korean-souvenir-foreigners-2026.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T16:54:40.845655+09:00,,,,,
자동차중고시세,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,90,240,330,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
자동차,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,41900,78300,120200,높음,현대아반떼가격,,,,,,,,,0.3,0.2,0.06,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T08:20:10.101247+09:00,,,,,
중고차리스,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,5080,17200,22280,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/ars-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
중고차사이트,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,11600,38000,49600,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/axt-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
자동차커뮤니티,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,130,190,320,높음,중고차구매사이트,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/avo-guide.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T16:54:40.845655+09:00,,,,,
중고자동차,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,2960,6600,9560,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
실매물중고차매매사이트,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,,,0,높음,중고차시세비교,,,,,,,,,0.3,0.2,0.22000000000000003,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/kor/report/coin/axt-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-26T20:30:34.794344+09:00,2026-09-26T14:06:04.210833+09:00,,,,
올드카,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,,,,,차량가격조회,,,,,,,,,0.3,0.2,0.06,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/chameleon.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-19T05:57:59.148844+09:00,,,,,
중고리스,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,,,,,허위매물없는중고차매매사이트,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/travel/armenia-goris.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-17T22:32:34.760966+09:00,,,,,
벤틀리컨티넨탈GT,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,,,,,허위매물없는중고차매매사이트,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/coin/axgt-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-17T22:32:34.760966+09:00,,,,,
중고차매매사이트순위,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,730,3930,4660,높음,중고차시세비교,-0.05,105.17,-0.05,5.636,516930,0.0104076,96.08,2026-09-25T02:16:40.177676+09:00,0.3,0.2,0.2,0.4,45.37,True,,100,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,HIGH,evergreen|informational,informational,NEW_PAGE,/kor/report/coin/axt-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-26T20:30:34.794344+09:00,2026-09-17T22:32:34.760966+09:00,False,0,,False
중고차믿을만한곳,허위매물없는중고차매매사이트,중고차실매물,recovery:중고차,20,60,80,높음,중고차사이트추천,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,18.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,2,LOW,evergreen|informational,informational,REJECT,/kor/report/car/car-full-paint-cost-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-25T09:35:21.318215+09:00,,,,,
텐트성능광고,,텐트성능광고,recovery:텐트,,,,,텐트 성능 광고,,,,,,,,,0.3,0.2,0.12,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,59.8,NEW,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-17T22:32:34.760966+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/coin/acm-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-17T22:32:34.760966+09:00,,,,,
